time_s,object_temp_uniform_C
0.974,35.5161199931252
2.058,35.464847241561905
3.142,35.38759587312752
4.226,35.323313536646296
5.311,35.38762009920612
6.395,35.361839619427094
7.479,35.4392234453935
8.563,35.387461782827586
9.648,35.33570371520232
10.732,35.36149231634229
11.816,35.28365619199069
12.901,35.2965263299826
13.986,35.27035773535454
15.071,35.218324781618364
16.155,35.21808423439659
17.24,35.21795508785749
18.325,35.17870215907079
19.409,35.191378472406576
20.493,35.16506550266663
21.578,35.13871154897504
22.662,35.17750839616496
23.746,35.24248121863365
24.83,35.22915837915491
25.915,35.21578413169036
27.0,35.11091501893666
28.084,35.11076174680958
29.168,35.084225588366145
30.252,35.136455553676306
31.337,35.03109343354259
32.422,35.04370244999055
33.506,35.16156350497897
34.591,35.174503948411484
35.675,35.187355976577585
36.759,35.187022823694015
37.844,35.213064186804424
38.929,35.17310454921185
40.029,35.21241888446191
41.113,35.264989013937054
42.197,35.22497625998501
43.281,35.18489351244162
44.365,35.26398546198975
45.449,35.22394384486499
46.533,35.18375813393004
47.616,35.209894840470945
48.7,35.26278696533904
49.783,35.289167456834356
50.867,35.26222749844954
51.951,35.26195752015821
53.035,35.288377279736814
54.119,35.328059800107276
55.211,35.32773687965556
56.295,35.35423921544105
57.379,35.313870640653874
58.462,35.32700297187281
59.546,35.32681037883802
60.63,35.31319383449258
61.714,35.35329185501915
62.797,35.37998520142335
63.881,35.460492132568056
64.965,35.47379897563522
66.049,35.4736991483084
67.132,35.43315027642732
68.216,35.4599824273214
69.3,35.47342052587449
70.384,35.432868750842935
71.468,35.37883667771521
72.552,35.43293400789977
73.635,35.432839744785014
74.718,35.32434595676779
75.802,35.41896832932726
76.886,35.0253729838014
77.97,34.97059275833671
79.054,35.21502181121144
80.152,35.32362202592835
81.236,35.32367215818781
82.32,35.35092606992285
83.404,35.09269997349557
84.488,35.22873808858513
85.572,35.31041804423356
86.655,35.28318679068932
87.739,35.35135639441554
88.822,35.32419789401628
89.906,35.365155988655786
90.99,35.31064748490207
92.073,35.35170486331898
93.156,35.31073068090855
94.24,35.36521312657748
95.323,35.36522734618766
96.406,35.36514868038449
98.798,35.35152952230758
100.964,35.37891030865996
103.131,35.36531994406137
104.215,35.32432898809216
105.299,35.3243209681277
106.383,35.31062302692141
107.467,35.406600417817984
108.551,35.3518390323025
109.634,35.36547743930419
111.8,35.31054744301332
112.884,35.36530377768759
113.967,35.35161588728014
115.05,35.420255974166714
116.134,35.42027844441819
117.218,35.46157453324583
118.302,35.40666773229335
119.402,35.43417846907512
120.485,35.43420297160571
121.568,35.47553051822397
122.652,35.475595675522634
123.736,35.40679047346456
124.819,35.37916567619304
125.903,35.35148198846496
126.986,35.323921804501325
128.069,35.31010026594902
129.153,35.36527258549366
130.237,35.43413713152722
131.321,35.43399546924948
132.405,35.43401187550583
133.489,35.37869748894483
134.573,35.40636606488665
135.656,35.36475067313988
136.739,35.40632053350409
137.822,35.378524648418306
138.905,35.378429832942224
139.989,35.36448706751802
141.072,35.4059257402329
142.155,35.4059247059605
143.239,35.40586861914584
144.323,35.40589548066073
145.407,35.37799383120146
146.491,35.3639776903456
147.574,35.377771803411015
148.657,35.37769840519205
149.741,35.405397087568204
150.825,35.36348568261517
151.909,35.40522901784607
152.992,35.36317320194637
154.075,35.4049282150752
155.159,35.36285944494095
156.258,35.278703841931964
157.342,35.222445116517186
158.426,35.32027500904298
159.51,35.32006626470758
160.594,35.37599297822629
161.677,35.37586480138756
162.761,35.40376182996522
163.846,35.19265426636358
164.93,35.20640752733909
166.014,35.361001622923176
167.098,35.43124432926785
168.182,35.417047538996364
169.265,35.37455371406324
170.349,35.430768952785876
171.433,35.40230920798839
172.516,35.303061824888964
173.599,35.415997474982355
174.683,35.47243567018943
175.767,35.47229762361837
176.85,35.45794892035288
177.934,35.471995395266184
179.018,35.471794230912835
180.101,35.471593299250834
181.185,35.48561938638005
182.268,35.513897773924036
183.351,35.52797063249392
184.435,35.527849306801315
185.518,35.570498675692775
186.602,35.51325527306603
187.685,35.527377828000546
188.769,35.527200120989846
189.853,35.52705117773239
190.936,35.54119830803418
192.021,35.59833810038211
193.127,35.58387687794175
194.211,35.62677788694323
195.295,35.597955025555436
196.379,35.640934777043576
197.463,35.69834363984356
198.547,35.798955641320674
199.63,35.7557891601352
200.714,35.71255542647761
201.798,35.71249836096149
202.882,35.784564855126646
203.966,35.784533160148456
205.05,35.65454835990016
206.134,35.68333922242338
207.218,35.741100400021764
208.302,35.741045873894464
209.385,35.78440023447837
210.469,35.79882813892362
211.553,35.740857559027084
212.637,35.75533658567206
213.721,35.75529204470168
214.805,35.78433240567527
215.889,35.79881699787728
216.972,35.78426654697115
218.056,35.842462446150385
219.139,35.740647480196294
220.223,35.81339146735732
221.307,35.79876719368416
222.39,35.81329768181928
223.474,35.74034835905596
224.558,35.81321610813897
225.642,35.856954136520734
226.726,35.81317571552129
227.81,35.798561816819884
228.894,35.79849961849865
229.992,35.75460730985193
231.076,35.78376547356388
232.16,35.78376319675938
233.244,35.84227387442289
234.328,35.8422144125646
235.412,35.812900059429246
236.496,35.81283276020715
237.58,35.79812012686352
238.664,35.783397401647285
239.747,35.78336755112484
240.831,35.7539403736187
241.914,35.79788736101521
242.997,35.79777830372624
244.081,35.78302402579008
245.164,35.84164643235842
246.247,35.812152588128924
247.331,35.79733009085423
248.415,35.78256123138169
249.499,35.811929245131985
250.583,35.79715382522232
251.666,35.84120408960652
252.75,35.855811109209576
253.833,35.752744211398515
254.916,35.75263569121127
256.0,35.84085467596971
257.084,35.79663616687066
258.168,35.8112385381638
259.251,35.73751738853277
260.335,35.79627444198737
261.419,35.781490306329594
262.503,35.7519592159196
263.587,35.796067781809775
264.671,35.678081175485495
265.754,35.707409352599406
266.853,35.78091383915377
267.937,35.736621398567834
269.02,35.79548273956399
270.104,35.79542564626496
271.188,35.7363545703589
272.272,35.706789335689244
273.356,35.647720430737095
274.44,35.73607373046824
275.524,35.75071865861612
276.607,35.75064997796352
277.691,35.75049366869162
278.775,35.79464484579107
279.858,35.64704323853071
280.942,35.75020704345853
282.025,35.79435134993314
283.109,37.00940857828776
284.193,37.00753145213083
285.277,37.00571326612604
286.36,37.002403081168595
287.444,37.00007414344548
288.528,36.998309626367046
289.612,36.99607136375467
290.696,36.99311419162041
291.779,36.99108903814705
292.862,36.98931392376905
293.945,36.98703675312628
295.029,36.9849935007864
296.112,36.982930293817674
297.196,36.98042630052334
298.28,36.97861808938402
299.363,36.97645751896172
300.447,36.97427685788531
301.531,36.97153917574926
302.614,36.96990682536729
303.712,36.967525445897834
304.796,36.964867787101745
305.879,36.9621253636778
306.962,36.960748026350586
308.046,36.95824780940445
309.13,36.95665157422218
310.214,36.95387968979754
311.297,36.95217917743938
312.381,36.949533896896305
313.465,36.94781959762446
314.549,36.94563551117046
315.632,36.9434317533969
316.716,36.94168459064496
317.8,36.93892417757987
318.884,36.93616860806646
319.967,36.93472276088703
321.051,36.93200266487135
322.134,36.92994909911567
323.217,36.928236208934756
324.301,36.92564892634909
325.385,36.923947372854066
326.469,36.921395290539664
327.553,36.91963678497496
328.638,36.91700142001091
329.728,36.91546490256901
330.812,36.91364818578506
331.896,36.9108100433808
332.979,36.908860664188246
334.063,36.906629957188976
335.147,36.90464183440741
336.23,36.90239674763037
337.314,36.90073120985392
338.397,36.89818453410784
339.481,36.89645630610205
340.564,36.894063513823546
341.635,36.892251495748134
342.718,36.89003460934916
343.801,36.88751282516239
344.885,36.88588552971179
345.969,36.88318039313557
347.052,36.88127489279476
348.136,36.87913287380282
349.22,36.87723779408224
350.304,36.87503426108157
351.388,36.87300406926609
352.472,36.8709554171787
353.556,36.868646035421094
354.641,36.866389998206465
355.724,36.864477922434304
356.808,36.86237738010806
357.896,36.86013663030939
358.98,36.85848234939413
360.065,36.85596077845035
361.149,36.85380857475013
362.233,36.85180509165225
363.316,36.849734764599845
364.4,36.84742814331629
365.485,36.84565963297669
366.569,36.843825006212974
367.652,36.84128915322958
368.737,36.83941376516049
369.821,36.83759477800337
370.905,36.83497414648825
371.988,36.8336993031242
373.072,36.83148005164765
374.156,36.82938857363458
375.24,36.82742519678482
376.324,36.825907374035964
377.407,36.82312041905119
378.508,36.82131920618979
379.592,36.820134962831155
380.676,36.817073840134356
381.759,36.81583030577166
382.842,36.81366221838954
383.926,36.81149924533198
385.01,36.80909306373177
386.094,36.808322504750464
387.177,36.805313631604925
388.261,36.80178904850401
389.344,36.80024346337464
390.428,36.79786248487113
391.512,36.79593003455694
392.596,36.79394708317573
393.68,36.79192253990094
394.764,36.789889390361076
